text,label
"Same old story, same old song and dance. ",0
"If optimism is the ?? to success and if you can achieve a + outlook through positive thinking, there is no excuse for failure. ",0
Being deprived of Godâs joy will lead you to addictive carnal pleasure... Looking for Love in all the wrong places...! ,0
"Riding the metro into , the feeling of  is palpable this morning.",1
 is something I believe hurts more than anything other inner state. Your thoughts?  pic.twitter.com/blA0kFZjnZ,0
I wore all black today as metaphor for my state of mind and also for the state of America on this day.   ,0
So now our Parliament is going to limit the Supreme Court of its powers to save  & Co from  case. ,0
"Immobilization, isolation, self-blame, feeling overwhelmed, and finding no responsiveness in one's context characterize .",0
"Everyone is a thief,its just a matter of who is near the money basket.   ",0
When you will never again give birth to violent men..   pic.twitter.com/pkdPhhlUuZ,0
I feel like I'm rooting for 'da bears and they're down 42-0. ,0
The new Era f Justice *2night I'm calling n all prayer intercessors&warriors 2pray against tht strong spirit f  fr the Election,0
Once a flirty always a flirty  .,0
"comment: ""I've had tough times but I would never consider ""  this is stigma this is ignorance    ANYONE pic.twitter.com/yjJOgmHM3D",1
 -The moment you realize that they're still making country music.,0
Anohni's  is the underrated album of the year.,0
"Trump wants to make America great again and guest what, he asks obama's Kenyan-born half brother for help  ",0
"No matter how knowledgeable/experienced a woman becomes, there will always be an inexperienced, male moron whom >40% support. ",0
"""I'm telling you, the  eats you alive""",0
Definition of utter : Using PowerPoint on a .  It's like Microsoft did it on purpose...,0
â?Why Did You Separate Me from the Earth? - ANOHNI   ,0
â?Violent Men - ANOHNI   ,0
â?I Don't Love You Anymore - ANOHNI   ,0
â?Watch Me - ANOHNI   ,0
â?4 Degrees - ANOHNI   ,0
â?Drone Bomb Me - ANOHNI   ,0
I feel depressed when I see Elites taking a piss on all of us then MSM telling us It's raining with a straight face  ,0
Anohni is truely a lighthouse in our modern twisted fog. I highly suggest reading that article + purchasing her LP .,0
When you feel like a stranger in your own environment.   pic.twitter.com/w1sj4IlSUa,1
"""I  a temporary, contract job but I am hoping for permanent"" -  that's heard all too often amongst GenY. ",0
"Reading poetry on the subway is magical. ??¦  Oh, did I mention I'm thinking of you... ???  pic.twitter.com/6lNdaRZiJb",1
 you're broken into thousands of tiny pieces and will never be put back together again.  ,1
"If there is no God, then there is no purpose, it is why the soul is sucked right out of a man, who doesn't know God... ",0
"If you need hope today, ask God into your heart. Then, take  over the devil and cast  away from you âKenneth Copeland",0
"actually - EACH. AND. EVERY. GODDAMN. SONG. on the album is the strongest, sadest, and most beautiful song ever. <3  ",0
If there is serious conversations regarding institutional racism; black on black crime will be better understood..,0
Disturbing to see that  is trending. Heaven send the personal sponsors & BFFs to save the dreary day.,0
Two options remain:  1. Sell this phone 2. Sell myself. ,0
"Not the  I know or grew up in. This is, the brutal reality of honest people & honest officials in state.   pic.twitter.com/eZmQpzAOBr",0
We will never again give back to violent men   This was a great song to hear live ????½,0
"Human being is a design of expression that despite the  of a situation, regardless of the odds, we still rise in our .",0
"Insights beyond 50: my team is now 0-1. Oh well, there's always next year.   pic.twitter.com/2lei0mHXQk",0
Gosh I needed this to lift me up!  was getting me down  pic.twitter.com/aKXO9rDvom,1
It is a bit depressing but I cannot wait to explore the rest of the album    pic.twitter.com/U953QJhTfU,0
The only causal factor in  that ties everyone together is an overwhelming feeling of . A kind word can save a life!,0
"Your  perseveres. Good luck in Mercury Awards, darling @ANOHNItweets   pic.twitter.com/is67imvghq",0
"""A man's spirit will endure sickness, but a crushed spirit who can bear?""  Proverbs 18:14, ESV   ",0
I'll just say it: the US  has become so corrupt in it's  that there is a deep sense of  in America,0
So dat i cn hv mah best lyf ever had n my hand & i dn't wnt 2 see myself a  man n future. So i wish me having... Cntd..,1
In need of an ephemeral relief to   ,1
 is more closely associated with  than ,0
"""The Mind may offer you , but the Soul will furnish you with hope, intuitive answers; & solutions""~ Eleesha ?¦  ",0
Setback after setback after setback  ,1
Changing name doesn't change services.  hospitals should not spell   and . - Dr. Sanjeev  pic.twitter.com/1ISpCj3cGt,0
"The fourth day you didn't refill your medication because the price was too exorbitant, even with a coupon.   returns",1
For those who struggle w/ they need those of us who are . And when the hopeful struggle we need to find our way back...,0
"It eluded us then, but thatâs no matter - tomorrow we will run faster, stretch out our arms farther. . .  ",0
"For some, this was the face of the 'Great Depression' ...... ...  pic.twitter.com/duwwvhCKyP",0
something epic  out of a sense of  Sort of a desperation Through that desperation we feel we have nothing to lose,0
As of August 21- this is the Album of the Year. No question/without a doubt.   pic.twitter.com/xvpQPQqvxw,0
"When you living with someone that is manic depressed, life stops   ???????",0
"If you haven't listened to  with the new album , maybe you shouldn't, it might break you.",0
the look of  on their face is killing me....,0
?´????© ?£?? ?¹?´?§? ????.  vs ,0
Iâm so stressed and frustrated right now.  Iâm not about this.  ,1
Basically his death shows the entire parole system to be a farce.    pic.twitter.com/SbtCKY0IXO,0
The  in the NPP is deeply rooted because of Nana Addo's divide and rule style of slave 'mastership',0
This is ANOHNI. She has released  an album that transcends space and time. The best album ever.  pic.twitter.com/th6CRB1sFR,0
Very happy to see anohni make the very nice  nominated list! That's where I'm putting my vote... ,0
Many people told me so far to stop and give up because there is nearly zero hope. I can't wait to see how it ends.  vs ,0
Is today YOUR day?  to choose happiness + success over  + failure  pic.twitter.com/jp1pghgs8H,0
Still wondering if SyFy can have a theme song for ?   pic.twitter.com/E7li3gwIfU,0
How did I become a virus? Awareness listening the great music by  ,0
"If all the lights in the world were turned on, I'd still be shrouded in darkness   ",1
being all sweet and nice to a guy then realizing how he never really deserved any of it ????½ story of my life ,1
"The Gateway to Freedom Kit when you need the tools to break  from ,  and keep going. pic.twitter.com/WtML2wyu7y",0
I <3 this @ANOHNItweets LP so so much ,0
friends frm abroad today: why r u so serious.All changed ...                   Me: Is there anything to celebrate ?  ,0
Can't stop listening to the  album  so beautiful  pic.twitter.com/NoKZ0e1Hlp,0
We need a newspaper/channel that shows only positive n inspirational stories.This period of  is awful why  album is apt,0
Is it today? It can be!  to choose happiness + success over  + failure  pic.twitter.com/g48kuK2vEo,0
"This  album is beautiful but lyrically creepy, in a good way. ",0
 trying to promote your video to a youtuber over 100k is simply pointless  ,0
Hopelessness is the enemy of .  prevails where  persists. â Bryan Stevenson,0
@ANOHNItweets completely brilliant performance - so moving and honest  ,0
"Perhaps she's the ghosts of past, present & future, all rolled into one. But then there might be hope, & I'm not sure there is ",0
ANOHNI asks basic questions of your soul and strips you bare. AND the music and visuals are incredible.   Fucking hell.  ,0
At last something honest and noble   utterly despairing but somehow full of hope,0
Superb artistic performance  at  What a voice !!! ,0
DA NEW YR ALONE I AM  BCAUSE OF WAT HAPPENED 2ME ND NOW YA'LL WANA MAKE MY  WORSE!?!I'VE TRIED MY BEST 2GIVE CHANCES I_,1
Let me just sit here and wallow in self pity ,1
When you ask for a triple chocolate melt down and the waiter tells you no...  ,0
"First breakdown at work ),: more to come ill bet money on it ",1
I DONT wanna cry or feel sorry for myself. Its just so hard sometimes watching your sick son in the hospital day after day.  ,1
Bought a lottery ticket again for tonight in the hope I'll win enough to escape Saturday til Monday to clear my head a bit  ,1
"I hate it when someone says, ""Why are you ? You have nothing to be depressed about?"" It's chemical! I  can't help it!! ",1
Really wish the gym wasnt closed tomorrow ... ,1
50 ppl are in this house trying to use wifi. ,0
Working New Year's Eve ???? Not going to Newcastle tomorrow ???§ ,0
Fuck surgery. Fuck laying here watching days pass. I'll just sleep through New Year's Eve. ,1
"I'm sinking so fast, I don't even know where to start to save myself.  ",1
" or ? National  Prevention Lifeline offers help, 24/7. 1-800-273-TALK (8255)",0
"Its the 31.12.14, 22:34  in South Africa right now & I am literally alone on New Years Eve. Literally.   ",1
Wanted a sweater but promised I wouldn't buy one for the rest of this month ,0
"For the first time in quite a while, I don't think I've even seen enough movies to make kshock's top 10 films of the year.  ???",0
Closing New Years Eve and opening New Years Day.. ,0
" and . Not , just disappointed",0
"Well that's that, seeing my way out of this shitty yr,with a shitty night in bed,feel ill still and miserable... ???°???°???°???©",0
"RT KatelynTiffner:  because I had a dream ralligatorrr & I were on springbreak in cancun, woke up and realized I was still in O...",0
I feel so mentally tortured right now. Dunno what to do  &  Feel completely out of control.,1
Leaving in 2 days    ???????­???­???­???­???­???­???­???­???­???­,0
Not making any plans to go out tonight is already proving to be a regrettable decision...  ,1
"Hope everyone has a good New Years tonight, coz mines gonna be shit!   ",1
Super depressed for no reason! Yaayyy. Screw my life lol   ,1
 little miss Debbie downer over here.,0
Can't believe I'm missing my favourite night ?? ,1
"Last year I was at the bar all night, getting free drinks, and making out with a stripper. This year I'll be in bed by 9:30. ",0
Why can't I go Super Saiyan? ,0
Happy new year to everyone and all the best for 2015  ,0
trying to get over that i worked boxing night and am working tonight.. oh and im starting to get the flu.. ,0
Just finished the last episode of New Girl ???³ what am I supposed to do now? ,0
Just had my last appt with my nail lady before she leaves ???­???­ ,0
@bcolonx what you leave me? I just came from DR to this!! ???­ ,0
I don't want this year to be over ,1
"Too ill and broke to go out tonight, so gunner sit in order fish and chips and watch it on the telly! ???³???­ ",1
Have to work everyday for the rest of the year ,1
One of my best friends got engaged ????  ,0
Doing absolutely fuck all tonight :(  ,1
As if my boss just text about work ?? I'm on holiday ,0
"It has only dawned on me, browsing Instagram, how the rich people do winter... That's right, they migrate abroad...I'm not rich  ????",1
Can't believe I'm gonna end this year feeling like ??©.   ,1
"Today is just not a good day, looks like 2014 couldn't end without giving me a final kick in the ass ",1
"Its been 14 years of journey, I never expect you'll go from this earth today pet's! â feeling depressed",1
???¢ need to book a holiday asap   pic.twitter.com/gRBEuV5aIX,0
3 hours of sleep in the 3 days? I'm dieing  ,1
"If I did not have to work, I would lay in bed all and talk to no one. ",1
"It was all good  I was enjoying Tv Until out of nowhere ""I used that R200 to arrange the funeral"" appeared ",0
i finished parks & rec twice now  :( ,0
This has simply been the hardest week n a half of my life. Gotta keep pushing thru. Only 5 more days til I get some answers. ,1
I appreciate the 8 day paid vacation from my job but...i still don't want to return. I feel like quitting but I can't. ,0
I'm actually crying because I don't want to return to work on Friday. ,0
Alright Charlie St. Cloud you've done it again... Next the fault in your stars or garden state... Maybe the notebook? ,0
why doesn't ally have a twitter  ,0
Why did I have to run into the one person in thos world I don't wanna see today? I just want my peace! ,1
"Almost killed myself, God... -.-   ",1
"I made this account so that I wouldn't be judged by the people I know. Cause if I don't like me, why would anyone else? ",1
"It hurts to know I'm practically invisible to you now, that I'm more of a bother to you then anything else.  ",1
When you already have everything.. and you still feel lonely.. feeling  ..,1
I was unaware this is how this was gonna be  ,1
Just finished Weeds. My life no longer has purpose. ,0
Never tell a blonde that her hair is slowly fading to brown ,0
The day when I don't fuck up anymore is the day I will be successful.... ,1
"I don't have any new years resolutions, just a prayer that something will take my life this year   ",1
"Heard Willy Nelson singing The Scientist and thought, ""So THIS is the original!"" Then discovered he was just covering Coldplay. ",0
If I stay got me feeling some type of way  ???­???­???­??,0
How many suicides does it take for people to realize that what you say fucking mattersâï¸ ?  ... pic.twitter.com/6JC0QDAYGW,0
My last day of cheating on my diet and exercise routine is tomorrow   ,0
Nooooo  will crack the 10 point mark in the 4th quarter ,0
This weekend is the end of bow hunting season. ,0
Im not really sad... I just feel empty... ,1
Just gunna sit here and chew til my gums bleed.. ,1
One day everything will end. It is inevitable but for the love of god why did it have to be my quesarito from taco bell ,0
"give up on wow , carnt play my mage and carnt even pay to change its class so im stuck with a lvl 100 mage :( ",0
"do you feel  ?  ?  ? direct message me, i would love to interact with you guys ??????",0
So upset about not being able to pay for tickets myself :( really want to see the lion king again!!!!! ,0
Ugh my arm still hurts!! I just want this to be over and to get back to my life.   ,1
Wait... I can't believe I've  manga in hiatus  since +/- 2010.... ,0
@D_Oliver10 oh I'm regretting it now ,0
's . Someone destroyed her . Who could have done such an awful thing? pic.twitter.com/L5ubpQp3QK,0
Well after inviting everyone... No one is coming.... ,1
Sucks when your alone in a big world :( ,1
my whole day was spent in my p-jays  its now 6 o'clock and only now do i have to get dressed ,1
I really did not give Notre Dame a chance in this game.  ,0
"Im so glad you can look at me and say Im ignorant, stuiped, and worthless. Its not like I wanted love and support from my mother ",1
And I'm starting to break down;    pic.twitter.com/0Nk3TChkQq,1
Do you ever wanna cry in a corner hoping the day goes by faster?... no? Just me? ??????¢???³???­ OK   ,1
"I went all my way out from the Vaal to Jozi to submit application forms for a post that closed 11 months ago, I feel stupid, ",0
When you feel like shit and have no one to vent too   ,1
How could Riv close ???© what am I going to do now ,0
I just want my space and my life ????   ,1
Just the thought of going back to school  brings tears to me eyes ,0
Today just isn't a good day for me. :( ,1
Will start this new year as I did last one... Jobless and skint!   ,1
Losing my uncle after the wedding its just....I dunno ,1
".2/2 No chance, they all contain . Why not use a  flour? It would be so easy then most people can eat them. !",0
All of the outside Christmas decorations are put away! ,0
Just hoping that 2015 will be better. That would be great.   ,1
Wish I was in Las Vegas for New Years Eve! Alesso and Ingrosso are bringing the New Year in! Would love to see that!! ,0
"Given the answers after it doesn't matter =   at the bottom, not a single Christian friend.  what now?",1
ive comed to realize that im never gonna get 1/5  ,0
I just want soccer season baaaack???­???­???­ ,0
Laying in bed at 1 pm. Yesterday's therapy session hit me harder than I thought it would. ,1
No one ever looks happy on a bus  ,0
Omg why does everything have to take so long?? If it's my call it should be quick. Just want my baby girl back. ,1
Can I just stay in bed and do nothing? I'm not feeling life today...,1
i waz astounded by you my idol ms dhoni...when i came to know i m not going to see you in white jersey ..miss u....  you,0
Really disappointed that I haven't been able to take my sled out yet this break ,0
Well that's the car handed back. ,0
This month has had to be the worst month out of this year ,1
 after watching a movie  ???¥???,0
"â@JamieLOVEHarris: is the sun ever gonna shine again? â YES, it WILL! :)",0
Fed up now ??? why can't anything be simple an straightforward not in my life ,1
I need to work on being a stronger person emotionally ,1
"I dreamt that  was back. Alas, it was just a dream. ",0
I want to read books and learn more. But books are to damn expensive. Reading PDF format from computer screen sucks. ,0
" because I had a dream @ralligatorrr & I were on springbreak in cancun, woke up and realized I was still in Ohio & it's December???­",0
@RFC_Daryl LW next I bet! Let's start going to the golf! We can get pished all day! ,0
Hi // I'll be gone for a while // stay strong    pic.twitter.com/vcnKc6gsDC,1
so I just found out that my crush is gay neh..and mind you I have an ex who is gay..I think am cursed ,0
Was expecting this from Dhoni but thought he will say 4th test will be his last.  ,0
"Such a great condition upon new year, no rest for the weary ",0
That feeling when everyone is just giving up on you but you're still fighting for them...argh  ,1
A week without me car now ???©???© ,0
Why didn't I book today and tomorrow off??!!!! ,0
And so she drinks to numb the pain away because it's easier this way. This way she has control.  ,0
The fact that I'm leaving warm weather and palm trees for negative weather and snow literally could make me cry.  ??´â??ï¸âï¸ ???­???­???­,0
If i stay actually just changed me ,1
I'm on my way with my best friend to the airport. She flies back to the states today.   ,0
Sometimes I understand why Kurt Cobain blew his head off...,0
Dr. Gene offers mental wellbeing to  souls. ,0
Sleeping with my dog for the last time b4 the trip ,0
"honestly just wanna watch OTH & have no Netflix to do that, so ",0
New  Instagram by @another_lost_girl Watching Ellen cuz she makes me happy ???? - - - { ... pic.twitter.com/RII4ZUsTNT,0
I wish I didn't feel like I bothered you all of the time.. ,1
Is it even trail mix if pretzels are just left ???£??? ,0
"this is one of those nights where I just want to get in my truck & drive, & think. .? ????",0
"- From December 26, 2012 - January 12, 2013 Was The Worst 18 Day's Of My Fucking Life ???¢   ",1
So tired to blend in ??â½?    pic.twitter.com/S71Lb5dNeo,1
I lost my facebook account...i wonder whats next.. ,0
I'm actually not  for once. I'm going into  as a new me. I hope anyhow. ,0
Weirdly without Monday football night  ,0
Music can be the worst or best thing    pic.twitter.com/X3zNEgk9td,0
still feeling like crap. havent had a good christmas in quite a few years   ,1
I want peace. A life with no conflict. Do I have to die to find peace?  'suck it up or commit suicide'? Is that my only options? ,1
It's weird that I get 300x more depressed over Christmas break every year.  ,1
Today is just Monday and I have one this week before going back to wat I call a nightmare SCHOOL!!  ,1
That was a horrible decision. The Fault in the Stars all alone ???­???­  ,0
why in the deepest darkest depths of winter did I look through holiday photos from last summer?  ,0
Just had a craving for ce fiore and then I remembered it's gone forever  ???,0
Jamba Juice isn't in the mall anymore ??????±???¢,0
"Depressed and lonely /: Stuck in a deep, never ending hole :(  ",1
"6+ yrs of saving & my eye sight staying the same, i was excited for ... Just found out; im not a candidate.  very ",1
"Just woke up because let's be real, can't be upset or angry if you just sleep all day.   ",1
@aacobe so you no its bibby time  lol,0
You know you're depressed when most of your friends have ps4 and your stuck on ps3  dealing with drama from 12 year olds :'( ,0
"Finally a famous football team is in the UAE but as usual i have bad luck and i can't go see them ,  not only over this",0
Not going to Decadence after allâ¦ ,0
"I feel like it again, it's been so long since I've been life this. I want to but I don't.  ",1
  Whats going to happen to my life now .,0
I don't know how I did it but I made the worst ceasar imaginable. And I'm the king at making ceasars... ,1
Feels like no one wants to talk to me   ,1
The amount ae fucking spots I have right now honestly makes me wanty cry  ???­???­,1
Reality has set in.  I'm jobless.   ,1
And literally 30 or more things that was the reason to live and how to not be  but wasn't really AT ALL. A++ for intent tho.,1
Her: You?!? Depressed?!? But you are ALWAYS SMILING!!  Me: Right. I've learned not to go out in public . It isn't safe out here.,1
"Lawdy how come only people that wanna help a  person are the 1st ones to say shit like: ""Smile! You're prettier when you smile!""",0
"""@freedrugrehabs: Addiction goes beyond drugs and alcohol. When you're , anything has the potential to control your life""ben there",0
Reading and watching the fault in our stars in the space of a week wasn't the best idea  ?????? ,0
i feel like i'm a prisoner of my own life.. like as if my life was a jail and i'm doing a lifetime sentence ,1
I've come to the realization that my phone isn't going to make it through the day. ,1
Up at 4:30am for an airport run and I'm not even going on holiday! ,0
I have exactly one more month to enjoy being in my 20's.   ,1
"Laying in bed eating dinner for one, watching netflix! Surely there's more to life?!   ",1
I'm really kinda missing the poms team??????­?? ,0
"@iagarwal5 I never knew this !! Oh my god , why ? ",0
the  people are the  ones..,0
Goodbye world I look like a newborn and will never be emerging from under my comforter  & ,0
No haircut today ???«    Work in a bit  smh,1
"That moment your mom buys you a Phone, (._.) and she buys the exact phone you told her not to buy.   I hate ",0
I luv the fact how I feel so alone :'( life sucks ass I love them and I luv how family is supposed to be here 4 you well fuck it  ,1
Last week in NYC... Can't beleive it's been two months already. Time goes SO fast !  ,0
No one changed the radio station in the office. It's still on Christmas music.  ???­,0
Yep...I have them feels right now   pic.twitter.com/BafudqfBEy,0
OKAY! TAAS NA KAMAY KO! DI KO MARETRIEVE UNG PICTURES FROM LAST NIGHT'S ROAD TOUR! KILL ME NOW!!! :'( ,0
Social media can be the worst thing ever!  ,0
I need a job! Sick of Fredericton. Got to head west like everyone else   ,1
Scratched 2 inches ice off the car 2 go sledging.After being done we had enough snow and stayed at home   pic.twitter.com/RaRHNljLMt,0
Duno why I decided to weigh myself and  check my bank balance all in one morning ,0
Cant believe theres less then a week to school! ,0
Not ready for vacation to be over.   ,0
"It's turning into a feel like crying night but can't, mmm.  times",1
Wish I had took holidays instead of being at work ,1
"This can't be right, being back at work so soon ",0
"Apparently my stomach can no longer handle extra spicy chili without trying to kill me. What's next, rice pudding and Ensure? ",0
I thought leaving would make it better. It did but then it got worse .    â¤ï¸,1
The only thing a selfie sunday reminds me of is that tomorrow is monday ,0
I'm so  that I dropped my phone in the toilet.... I'm no longer  for now....  ugggh,0
Just woke up  but want to go back 2 sleep. ,1
Back to work like nothing ever happened ,1
Feeling so down on myself . . I have a lot of work ahead of myself but I need to do it ,1
I was not included in that tweet... ,0
I hate not having a job. ,1
"I seriously need to stay off Pinterest, I want to try too many things and my bank account just wont let me ???¢   .",0
When you finally realize your dreams may not happen...????????????  ,1
Granny's out ??? I shall eat chocolate to make myself feel better ???­    ??,0
When the male elves on lord of the rings have better hair than you... ,0
Finally the fuck shit was sending fast ,0
Tyler and I need to stop watching sad movies ,0
so my phones in rice because i dropped it in soup earlier  ,0
Been feeling so depressed today I think my problem is I have a big heart or maybe its the fact that I do care idk  ,1
"I give u all u want &when I say Omg look! I always get late reactions, or you just straight up miss it.   pic.twitter.com/MXifaMocGY",1
Would you sign a petition to have Barnes & Noble stay open past 9pm?  ,0
Never looking for pity. Just looking for company and consolation.   ,1
haven't been on Twitter all day. ,1
"God knows why we're  Only he can set us free ""For in much wisdom is much grief and he that increaseth knowledge increaseth sorrow""",0
4 days off in a row shld be nice but shittiest holiday in recent yrs. Xmas on Thur not ideal  home alone Thxgod  delivery,0
Last play of my Raiders till August ,0
That moment when u really need a hug bt u alne and ts midnyt...will jus hug a pillow instead..,1
"Have you ever felt so  and , that you had horrible thoughts?Who do you turn to when you have no one? No one you can trust",1
yeah I watch depressing films like cyberbully because I'm sad and I can connect with it  ,1
Medication doesn't teach  people how to feel better or do better; this is something they have to learn for themselves. ,0
"Watching Air Force One, good film but not paying much interest in it. Feel too rough ",1
"As the days draw near to the end, I feel as though I'm suffocating and losing a piece of me. It never should've come to this... ",1
Love to find pics of me! (not my pic) Because love hurts ???§???¥    ??,0
Little things that affect you massively.  ,1
So I had three big tubs of Ben & Jerrys at my mums and she gave them all to my sister  ???¢???¢???¢,0
hate seeing a shit photo of yourself and you think 'is that what i really look like'???«  ,1
Can't believe I had 4 days off work and I'm back in tomorrow  ????????,0
Watching your  video is a good way to remind yourself of why you're ,1
Not looking forward to New Years Eve. Going to be alone. Makes me depressed just thinking about it.   ,1
One more night in edinburgh would've been perfect ???© ,0
Back in the toon ??? Get me home & into bed???« ,0
Nobody has ever felt as bad I feel today  ,1
Got to regretfully admit that this years Top Gear Christmas Special was rubbish. The only good thing was the cars :-/ ,0
Won't get to see the Amazing Beautiful adopted mom on New Years Eve didn't see her on Christmas either     :-(,0
The ravens are up 20-10 over the browns with under 4 mins to go. It isn't looking good for the texans.   ,0
Jus when something makes you happy it fucking puts you right back in your place ,1
should of just slept through this charger game ,0
Wondering whether Flight travelling is safe?  How can a plane just go missing?  ,0
Mi stress out...Spanish Town Shopping Centre celebrating 25yrs and mi memba when dem had the groundbreaking   ,0
 damn blizzard in rankin making me wait longer to see my babe ???©,0
Noooo Jim?????­ You will be missed next season! ,0
Just ate half a tub of ice cream half a tub of clotted cream with a shit load of Galaxy on top ,1
Only thing I've done today is brushed my teeth & took a bath ...  ,1
Sometimes i just want to be alone......... Forever  ,1
Chris is leaving and dad isn't here and Made isn't here to clean and the weather isn't super amazing ,0
Last Sunday being able to watch the purple and gold for awhile ???? ,0
Wish I was watching a meaningful game. ,0
Last red zone Sunday for a long time ,0
sometimes i have dreams that 5sos are my bestfriends& we hangout a lot but then i wake up and realize they don't know i exist ,0
Have to be skinnier.  Have to be prettier.  Have to be smarter.  Have to be anything  But myself.  ,1
Can't believe I've had 9 days off already and that I'm back to work tomorrow! ,0
Start rehearsals for RSC Open Stages Macbeth next Sunday! Should be good if I can get in the mood! ,0
" , every time somebody tries to do something good, so much is fabricated that common man fails to decipher ",1
Sometimes I just wonder is it all worth it  ,1
Cracking on with these masters assignments! ???£ only 4 to go without any being completed already! ,0
"Came home from vaca seeing a run over kitten in front of our house, which died hours later after incurring severe loss of blood. ",1
"So after a 10 month hiatus, I watch a movie in a multiplex and it's Ugly! Maybe I was better off not watching any. ",0
Give up now on the one I like and I'll regret it the rest of my life... ,0
Spending my last day off in bed rough as hell... And the sun is shining ??? ,0
Mind that night out I had over Christmas?! Nah me either! ,0
Turning 25 in a few weeks... Getting old sucks!!! ,0
Back to work this morning! :( ,0
So I fucked up my car ?? now I can't sleep ,0
"God, people victimize me and put me down. Like what did I do to you? Are u jealous or? My whole life man like why fkin me ",1
I miss my friends and family. ,1
ur all i ever think of.... whyd u have to go.  ,1
More snow in Boise than here in the AK ,0
watching my sister's keeper this late was not my best idea ,0
I literally tweeted I don't like people ate Stevenson and got more favorites on that than I do on a picture of me??? ,0
Three blunts left then I have to re-up  ,0
11:05 on a Saturday and im home alone watching Eragon.  ,0
Might as well just sleep  ???¥,1
Been listening to Metallica and Nirvana the whole day. ,0
I always get  between Dec. 26 and . And really on into January. ?,0
I can't get myself out of this rut. I want to die. But I care too much about everyone else. So I will continue to be miserable. ,1
I am so depressed right now I don't even know how I'm functioning.   ,1
"I've been in a funk all day, just feeling a little down  ",1
Going to have to say goodbye to our beloved pup in the upcoming weeks. ,1
OTH got me feeling some type of way.  ???­,0
"Seriously missing summer, got my blonde highlights, nude nails & workouts ready for 2015... Oh wait it's fucking -49 degrees out ",0
"If there's one thing I hate, its being ignored. And everybody seems to be doing just that. Ugh.   ",1
Not looking forward to the last day of @nflredzone tomorrow. ,0
Lately - nothing has been going right . ,1
"Even if I should decide to enter into a new  with a new guy, who'd want me now? I'm a ,  excuse of a person.",1
"I took an order to people who lived in a million dollar home, and they didn't even tip ??? ",0
@FreshFryBread lol! How am I supposed 2 play said tune when   ect?,0
not even in school and anatomy still manages to ruin my day. fuck that bitch of a teacher too ???­???­???­???­ ,0
My Hoosiers and Cards both lost today???© AND the sun has been out 2x in the past 13 days!!  ,0
Have to get up at 5am for work.   pic.twitter.com/LevUGdTSnP,0
And again the same problems as all season and last year and the year before.  ,0
"??â¢What ""I'm Fine"" really meansâ¢??   pic.twitter.com/8AGOTjdGZh",0
"I lost a bet to my nephew, Lucas! This is what I'm wearing for the rest of the day.   pic.twitter.com/Y1H0s3lTmO",0
Getting on the jd and coke   ,0
It would be great to have a mother that listens. ,1
So what do you do when your favorite chinese restaurant closes after coming in for 10 years? You go into withdrawal.  ,0
You know you're  when a friend wants to come upstairs to say hi and you can't even fathom sitting up much less talking,1
Binge/purge: once. Eat/purge: once. Only two thirty. Fuck this. I'm going to bed.  ,0
I honestly don't even wanna go to work.  ,1
Hope he gets better ?? â@MickeyDeadBish: Uncle Back In The Hospital â,0
"sometimes, you need to pretend that everything is okay even its not.  ",1
Just watched The Hobbit The Battle of The Five Armies... I am weak... so so so damn weak... :'(  ... ,0
My Worse Fear About This Whole Thing Has Cane True.??? ,1
"Went to  earlier today, didn't feel like buying anything ???©. ",0
This game in El Paso looks like a high school game ,0
In the bath swimming about like a dolphin and there's not hot water left fml  ,0
Holy moley this is the dreaded moment... when an extrovert is alone for the first time after the holidays ???­  ,0
@CarreraE3 Why would you introduce me to a show with only one season?! Brooklyn Nine-Nine come back!   ,0
Didnt find out until later. Ths is the LAST burger I'll eat frm Four Winds in GA. They closed for good...   pic.twitter.com/TrA5cuVqyk,0
a neend in need is a neend indeed   ,0
"Irrespective of the level someone is , sympathizing will definitely help him/her have some rest.",0
Should really now start this 3000 word essay and revision   ,0
I'm starting to wonder if  is actually looking out for me right now. I would say why but I'm too embarrassed. I'm 2 low class ,1
"I only miss the memories, not you   ",1
Been left and grandma's house want to see mummy and daddy   ,1
Damn so much snow why did I even look outside  ???,0
I gotta get dressed for work now  ???­???­???­,0
Well just thoroughly depressed myself while sifting through photos from Australia to burn to CD for my Nana  ,0
getting my hair cut today ????????  ,0
Woke up looking at my poor shattered phone ,0
No idea what to say to myself ,1
Love that character     pic.twitter.com/uRCSKr2or8,0
Before you label yourself as  or low  make sure you're not simply in fact surrounded by... pic.twitter.com/QrpK8Kn9pR,0
I hate it I hate it I hate it I hate it I HATE IT LIFE I HATE   ,1
"So sick of having the same new year resolution.. To get hitch, get love and be happy..maybe  will be just staying alive..",1
Why is it the most depressing thing when your book ends....... Especially not in a satisfactory way! ???­???­???­???­???  ,0
Back at work! ! This week off went so fast ;(,0
Grinchmas ends in a week and I haven't gone and probably won't go. ??? ,0
"Also, I finally caved and ""viewed my year"" on fb. Made me feel more  than  ....thanks, Facebook. ???¬",0
I wish I had a way of dealing with the pain. Instead I just cry and and hold my sleeping child  ,1
I could really go for a giant glass a milk and I have none.  ,1
Wish there was more to my life??½   ,1
What do you do when your mother starts to hate a person you love?   pic.twitter.com/MTXm2Hxduj,0
Here I go again.. No sleep leads to overthinking. And now I have to deal with people again. ,1
I'm cramping so fucking bad but bb boy isn't here to rub my tummy. ???¢ ,1
